bike_name,bike_type,date_ordered,quantity
Roadmaster Pro,Road Bike,2020-02-02,2
BMX Freestyle Pro,BMX,2022-11-03,3
Roadmaster Pro,Road Bike,2024-03-28,2
 Speedster Pro,Road Bike,2022-10-25,1
Mountain Climber XT,Mountain Bike,2023-03-21,1
TrailBlazer XT,Mountain Bike,2022-12-18,8
Roadmaster Pro,Road Bike,2020-10-28,3
Hybrid Explorer,Hybrid Bike,2023-12-11,3
Mountain Climber XT,Mountain Bike,2021-09-22,3
AirMaster 300,BMX,2021-08-03,6
 Speedster Pro,Road Bike,2021-03-25,3
Mountain Climber XT,Mountain Bike,2020-04-22,2
AirMaster 300,BMX,2021-06-27,6
UrbanCommuter 500,Hybrid Bike,2021-04-10,3
 Speedster Pro,Road Bike,2022-07-16,9
Roadmaster Pro,Road Bike,2022-10-07,4
Roadmaster Pro,Road Bike,2024-06-07,1
Hybrid Explorer,Hybrid Bike,2021-03-25,1
UrbanCommuter 500,Hybrid Bike,2023-08-09,8
 Speedster Pro,Road Bike,2020-01-28,5
 Speedster Pro,Road Bike,2024-04-30,2
Roadmaster Pro,Road Bike,2020-04-15,4
AirMaster 300,BMX,2021-08-06,10
Mountain Climber XT,Mountain Bike,2022-11-13,4
BMX Freestyle Pro,BMX,2022-09-25,1
 Speedster Pro,Road Bike,2024-07-18,2
UrbanCommuter 500,Hybrid Bike,2022-06-08,4
Mountain Climber XT,Mountain Bike,2024-03-04,3
BMX Freestyle Pro,BMX,2023-06-13,6
AirMaster 300,BMX,2022-04-13,1
Mountain Climber XT,Mountain Bike,2021-02-21,5
Mountain Climber XT,Mountain Bike,2022-06-21,7
Roadmaster Pro,Road Bike,2022-12-27,14
 Speedster Pro,Road Bike,2023-07-19,7
TrailBlazer XT,Mountain Bike,2022-06-13,3
TrailBlazer XT,Mountain Bike,2020-06-08,11
BMX Freestyle Pro,BMX,2022-08-13,10
Mountain Climber XT,Mountain Bike,2021-04-10,4
TrailBlazer XT,Mountain Bike,2021-12-31,14
BMX Freestyle Pro,BMX,2024-04-24,4
UrbanCommuter 500,Hybrid Bike,2023-08-23,10
UrbanCommuter 500,Hybrid Bike,2020-04-30,2
Roadmaster Pro,Road Bike,2020-11-27,18
Hybrid Explorer,Hybrid Bike,2024-05-25,3
Mountain Climber XT,Mountain Bike,2020-07-14,8
AirMaster 300,BMX,2021-04-23,2
BMX Freestyle Pro,BMX,2022-07-02,9
AirMaster 300,BMX,2023-03-13,4
UrbanCommuter 500,Hybrid Bike,2024-04-18,2
Roadmaster Pro,Road Bike,2020-02-24,4
Mountain Climber XT,Mountain Bike,2024-07-13,1
TrailBlazer XT,Mountain Bike,2024-07-05,2
TrailBlazer XT,Mountain Bike,2020-06-17,8
TrailBlazer XT,Mountain Bike,2020-09-22,1
AirMaster 300,BMX,2022-12-25,9
AirMaster 300,BMX,2023-08-02,9
Mountain Climber XT,Mountain Bike,2021-03-22,4
Hybrid Explorer,Hybrid Bike,2023-09-07,3
Roadmaster Pro,Road Bike,2021-08-18,6
Mountain Climber XT,Mountain Bike,2024-01-19,2
Roadmaster Pro,Road Bike,2021-05-31,2
BMX Freestyle Pro,BMX,2020-09-18,2
Mountain Climber XT,Mountain Bike,2023-09-15,4
Roadmaster Pro,Road Bike,2023-03-16,3
 Speedster Pro,Road Bike,2023-07-10,11
AirMaster 300,BMX,2021-07-29,5
Roadmaster Pro,Road Bike,2020-02-29,1
AirMaster 300,BMX,2024-04-23,2
AirMaster 300,BMX,2021-05-26,3
AirMaster 300,BMX,2024-07-02,3
Mountain Climber XT,Mountain Bike,2021-02-14,1
Mountain Climber XT,Mountain Bike,2021-08-22,8
 Speedster Pro,Road Bike,2023-12-02,15
Roadmaster Pro,Road Bike,2022-06-30,8
AirMaster 300,BMX,2024-02-10,2
TrailBlazer XT,Mountain Bike,2020-05-12,6
 Speedster Pro,Road Bike,2020-03-28,3
 Speedster Pro,Road Bike,2022-10-23,2
UrbanCommuter 500,Hybrid Bike,2021-12-08,3
AirMaster 300,BMX,2023-03-29,3
TrailBlazer XT,Mountain Bike,2023-12-25,10
Mountain Climber XT,Mountain Bike,2020-12-14,2
BMX Freestyle Pro,BMX,2020-04-13,1
Mountain Climber XT,Mountain Bike,2021-05-18,4
UrbanCommuter 500,Hybrid Bike,2024-06-21,3
UrbanCommuter 500,Hybrid Bike,2023-04-28,3
TrailBlazer XT,Mountain Bike,2024-09-14,3
Roadmaster Pro,Road Bike,2020-05-01,2
Hybrid Explorer,Hybrid Bike,2022-01-20,3
 Speedster Pro,Road Bike,2021-04-14,2
 Speedster Pro,Road Bike,2023-11-23,16
 Speedster Pro,Road Bike,2023-03-03,3
BMX Freestyle Pro,BMX,2023-10-04,3
Roadmaster Pro,Road Bike,2020-08-23,8
 Speedster Pro,Road Bike,2020-06-06,5
Roadmaster Pro,Road Bike,2023-06-21,9
BMX Freestyle Pro,BMX,2024-06-29,2
Mountain Climber XT,Mountain Bike,2024-07-30,4
AirMaster 300,BMX,2024-01-19,2
 Speedster Pro,Road Bike,2021-06-07,7
UrbanCommuter 500,Hybrid Bike,2022-03-04,2
TrailBlazer XT,Mountain Bike,2024-03-09,2
TrailBlazer XT,Mountain Bike,2020-01-16,2
Hybrid Explorer,Hybrid Bike,2022-04-05,5
Hybrid Explorer,Hybrid Bike,2023-03-22,4
 Speedster Pro,Road Bike,2020-08-14,1
 Speedster Pro,Road Bike,2021-06-05,10
TrailBlazer XT,Mountain Bike,2020-06-28,9
Hybrid Explorer,Hybrid Bike,2021-12-13,2
 Speedster Pro,Road Bike,2023-12-27,12
UrbanCommuter 500,Hybrid Bike,2023-03-10,3
UrbanCommuter 500,Hybrid Bike,2020-12-02,16
 Speedster Pro,Road Bike,2022-03-30,2
Roadmaster Pro,Road Bike,2023-10-02,3
Roadmaster Pro,Road Bike,2023-01-08,3
Mountain Climber XT,Mountain Bike,2021-12-14,4
BMX Freestyle Pro,BMX,2023-05-04,4
Roadmaster Pro,Road Bike,2021-08-03,8
UrbanCommuter 500,Hybrid Bike,2021-07-13,8
TrailBlazer XT,Mountain Bike,2021-06-13,6
Roadmaster Pro,Road Bike,2023-12-16,2
 Speedster Pro,Road Bike,2020-12-01,17
Roadmaster Pro,Road Bike,2022-10-24,3
Roadmaster Pro,Road Bike,2024-08-30,2
Hybrid Explorer,Hybrid Bike,2021-09-04,2
TrailBlazer XT,Mountain Bike,2023-08-11,11
Mountain Climber XT,Mountain Bike,2024-08-18,3
UrbanCommuter 500,Hybrid Bike,2021-12-09,1
Roadmaster Pro,Road Bike,2023-08-20,5
Mountain Climber XT,Mountain Bike,2023-12-29,13
 Speedster Pro,Road Bike,2021-05-20,1
BMX Freestyle Pro,BMX,2020-11-17,3
TrailBlazer XT,Mountain Bike,2021-06-17,7
Roadmaster Pro,Road Bike,2023-08-10,12
Hybrid Explorer,Hybrid Bike,2024-06-07,3
Mountain Climber XT,Mountain Bike,2020-09-03,2
BMX Freestyle Pro,BMX,2024-07-13,3
AirMaster 300,BMX,2021-12-27,10
BMX Freestyle Pro,BMX,2021-11-08,3
Roadmaster Pro,Road Bike,2020-11-24,16
TrailBlazer XT,Mountain Bike,2021-01-10,2
 Speedster Pro,Road Bike,2022-05-09,3
UrbanCommuter 500,Hybrid Bike,2024-03-31,3
AirMaster 300,BMX,2022-04-25,1
Roadmaster Pro,Road Bike,2023-08-29,4
Mountain Climber XT,Mountain Bike,2022-06-21,11
AirMaster 300,BMX,2021-04-25,3
 Speedster Pro,Road Bike,2021-11-19,16
 Speedster Pro,Road Bike,2023-04-01,4
 Speedster Pro,Road Bike,2020-04-12,2
Roadmaster Pro,Road Bike,2023-11-23,17
BMX Freestyle Pro,BMX,2021-08-19,7
 Speedster Pro,Road Bike,2024-05-15,1
UrbanCommuter 500,Hybrid Bike,2022-08-29,11
Hybrid Explorer,Hybrid Bike,2024-05-23,1
AirMaster 300,BMX,2020-06-27,10
Mountain Climber XT,Mountain Bike,2021-06-27,6
TrailBlazer XT,Mountain Bike,2023-02-09,2
 Speedster Pro,Road Bike,2024-01-22,1
UrbanCommuter 500,Hybrid Bike,2023-12-25,15
AirMaster 300,BMX,2021-11-16,2
BMX Freestyle Pro,BMX,2023-11-09,2
BMX Freestyle Pro,BMX,2021-12-01,17
AirMaster 300,BMX,2023-08-18,11
AirMaster 300,BMX,2023-01-04,2
UrbanCommuter 500,Hybrid Bike,2023-09-12,4
Mountain Climber XT,Mountain Bike,2021-05-28,4
 Speedster Pro,Road Bike,2024-02-16,4
AirMaster 300,BMX,2020-12-28,13
 Speedster Pro,Road Bike,2020-10-30,3
BMX Freestyle Pro,BMX,2022-03-05,1
UrbanCommuter 500,Hybrid Bike,2020-04-10,1
UrbanCommuter 500,Hybrid Bike,2022-01-06,2
AirMaster 300,BMX,2022-11-01,4
BMX Freestyle Pro,BMX,2022-07-30,5
AirMaster 300,BMX,2021-01-04,3
AirMaster 300,BMX,2023-12-29,13
Roadmaster Pro,Road Bike,2023-03-17,3
UrbanCommuter 500,Hybrid Bike,2020-11-19,21
Roadmaster Pro,Road Bike,2021-03-13,2
 Speedster Pro,Road Bike,2020-03-05,3
AirMaster 300,BMX,2021-07-06,6
AirMaster 300,BMX,2022-10-06,2
BMX Freestyle Pro,BMX,2022-03-13,2
Hybrid Explorer,Hybrid Bike,2020-10-22,3
Hybrid Explorer,Hybrid Bike,2024-01-30,2
Hybrid Explorer,Hybrid Bike,2024-01-11,2
UrbanCommuter 500,Hybrid Bike,2021-03-22,1
Roadmaster Pro,Road Bike,2024-09-16,1
Roadmaster Pro,Road Bike,2020-04-22,3
 Speedster Pro,Road Bike,2021-10-14,3
Mountain Climber XT,Mountain Bike,2024-03-22,3
TrailBlazer XT,Mountain Bike,2022-06-04,6
AirMaster 300,BMX,2020-02-24,3
AirMaster 300,BMX,2024-06-10,3
Mountain Climber XT,Mountain Bike,2021-04-19,4
Roadmaster Pro,Road Bike,2024-03-04,1
Hybrid Explorer,Hybrid Bike,2023-04-24,4
 Speedster Pro,Road Bike,2020-05-28,2
Mountain Climber XT,Mountain Bike,2023-11-29,16
Mountain Climber XT,Mountain Bike,2020-12-11,3
BMX Freestyle Pro,BMX,2024-06-23,4
Hybrid Explorer,Hybrid Bike,2022-02-04,3
Hybrid Explorer,Hybrid Bike,2022-08-17,11
UrbanCommuter 500,Hybrid Bike,2022-11-15,2
UrbanCommuter 500,Hybrid Bike,2022-10-01,2
UrbanCommuter 500,Hybrid Bike,2024-01-23,2
Roadmaster Pro,Road Bike,2021-12-31,16
TrailBlazer XT,Mountain Bike,2023-02-28,5
 Speedster Pro,Road Bike,2023-12-10,2
Mountain Climber XT,Mountain Bike,2021-06-30,5
AirMaster 300,BMX,2023-02-14,3
UrbanCommuter 500,Hybrid Bike,2021-08-27,6
Hybrid Explorer,Hybrid Bike,2020-07-10,7
Hybrid Explorer,Hybrid Bike,2021-08-11,9
Roadmaster Pro,Road Bike,2021-01-16,2
 Speedster Pro,Road Bike,2021-07-09,7
Mountain Climber XT,Mountain Bike,2022-05-12,2
AirMaster 300,BMX,2023-10-31,1
Hybrid Explorer,Hybrid Bike,2021-07-21,3
Mountain Climber XT,Mountain Bike,2020-09-18,1
 Speedster Pro,Road Bike,2024-03-20,3
UrbanCommuter 500,Hybrid Bike,2020-01-25,3
BMX Freestyle Pro,BMX,2024-07-05,1
 Speedster Pro,Road Bike,2023-12-03,18
AirMaster 300,BMX,2021-09-19,3
Hybrid Explorer,Hybrid Bike,2022-05-22,1
TrailBlazer XT,Mountain Bike,2022-09-29,2
UrbanCommuter 500,Hybrid Bike,2023-06-22,9
AirMaster 300,BMX,2024-09-21,5
UrbanCommuter 500,Hybrid Bike,2022-02-09,3
BMX Freestyle Pro,BMX,2020-09-22,4
Mountain Climber XT,Mountain Bike,2020-03-15,3
AirMaster 300,BMX,2021-04-16,3
AirMaster 300,BMX,2021-04-06,3
AirMaster 300,BMX,2020-10-03,1
 Speedster Pro,Road Bike,2022-09-29,3
Hybrid Explorer,Hybrid Bike,2022-04-11,3
Roadmaster Pro,Road Bike,2023-04-29,2
 Speedster Pro,Road Bike,2023-08-19,5
BMX Freestyle Pro,BMX,2020-11-22,14
Mountain Climber XT,Mountain Bike,2024-08-17,2
AirMaster 300,BMX,2023-11-20,16
BMX Freestyle Pro,BMX,2021-05-18,4
Mountain Climber XT,Mountain Bike,2022-09-05,2
AirMaster 300,BMX,2024-06-05,2
Mountain Climber XT,Mountain Bike,2023-05-04,4
Mountain Climber XT,Mountain Bike,2022-08-31,7
AirMaster 300,BMX,2021-05-17,3
UrbanCommuter 500,Hybrid Bike,2023-03-21,3
TrailBlazer XT,Mountain Bike,2022-10-08,2
UrbanCommuter 500,Hybrid Bike,2023-08-05,10
Roadmaster Pro,Road Bike,2020-06-06,5
Mountain Climber XT,Mountain Bike,2023-04-26,3
AirMaster 300,BMX,2023-03-25,5
TrailBlazer XT,Mountain Bike,2020-11-20,17
TrailBlazer XT,Mountain Bike,2024-05-19,2
 Speedster Pro,Road Bike,2022-03-10,2
UrbanCommuter 500,Hybrid Bike,2021-03-02,4
 Speedster Pro,Road Bike,2021-07-04,5
 Speedster Pro,Road Bike,2023-01-12,3
 Speedster Pro,Road Bike,2020-06-02,6
TrailBlazer XT,Mountain Bike,2023-11-01,4
TrailBlazer XT,Mountain Bike,2021-12-30,13
TrailBlazer XT,Mountain Bike,2021-03-14,3
Hybrid Explorer,Hybrid Bike,2020-01-12,2
Hybrid Explorer,Hybrid Bike,2024-01-09,1
Hybrid Explorer,Hybrid Bike,2021-08-22,9
UrbanCommuter 500,Hybrid Bike,2022-05-11,2
TrailBlazer XT,Mountain Bike,2022-09-02,1
Roadmaster Pro,Road Bike,2021-01-09,3
BMX Freestyle Pro,BMX,2024-08-09,3
TrailBlazer XT,Mountain Bike,2020-02-18,2
Roadmaster Pro,Road Bike,2022-06-27,11
Hybrid Explorer,Hybrid Bike,2020-08-13,4
Hybrid Explorer,Hybrid Bike,2023-09-09,4
TrailBlazer XT,Mountain Bike,2021-09-22,2
AirMaster 300,BMX,2024-09-13,3
AirMaster 300,BMX,2023-03-04,1
Hybrid Explorer,Hybrid Bike,2021-09-19,3
Hybrid Explorer,Hybrid Bike,2023-09-01,5
TrailBlazer XT,Mountain Bike,2023-12-21,13
TrailBlazer XT,Mountain Bike,2022-09-05,3
 Speedster Pro,Road Bike,2024-08-13,2
UrbanCommuter 500,Hybrid Bike,2023-03-17,1
AirMaster 300,BMX,2023-07-20,6
Mountain Climber XT,Mountain Bike,2020-02-02,1
BMX Freestyle Pro,BMX,2024-07-07,3
Roadmaster Pro,Road Bike,2024-09-02,2
UrbanCommuter 500,Hybrid Bike,2023-05-28,2
Mountain Climber XT,Mountain Bike,2022-07-19,6
AirMaster 300,BMX,2023-04-17,2
Mountain Climber XT,Mountain Bike,2022-10-06,2
BMX Freestyle Pro,BMX,2023-05-01,1
TrailBlazer XT,Mountain Bike,2024-03-24,1
Mountain Climber XT,Mountain Bike,2024-09-20,1
BMX Freestyle Pro,BMX,2021-10-04,1
BMX Freestyle Pro,BMX,2021-11-16,2
Hybrid Explorer,Hybrid Bike,2023-04-13,2
AirMaster 300,BMX,2024-09-16,3
Mountain Climber XT,Mountain Bike,2022-10-02,1
BMX Freestyle Pro,BMX,2020-02-11,4
Hybrid Explorer,Hybrid Bike,2020-03-24,3
AirMaster 300,BMX,2020-12-19,10
AirMaster 300,BMX,2020-05-27,2
Mountain Climber XT,Mountain Bike,2024-05-30,3
TrailBlazer XT,Mountain Bike,2022-06-01,9
BMX Freestyle Pro,BMX,2022-05-14,3
Hybrid Explorer,Hybrid Bike,2023-05-11,2
Roadmaster Pro,Road Bike,2021-08-10,10
Mountain Climber XT,Mountain Bike,2022-12-24,12
UrbanCommuter 500,Hybrid Bike,2020-04-07,4
 Speedster Pro,Road Bike,2021-11-05,4
BMX Freestyle Pro,BMX,2023-08-13,9
Mountain Climber XT,Mountain Bike,2023-07-05,8
 Speedster Pro,Road Bike,2023-08-25,9
AirMaster 300,BMX,2022-05-03,3
Mountain Climber XT,Mountain Bike,2024-07-03,4
 Speedster Pro,Road Bike,2023-01-16,1
Hybrid Explorer,Hybrid Bike,2024-04-30,4
Hybrid Explorer,Hybrid Bike,2023-02-14,2
BMX Freestyle Pro,BMX,2022-10-28,3
Roadmaster Pro,Road Bike,2022-07-04,4
BMX Freestyle Pro,BMX,2024-02-25,3
 Speedster Pro,Road Bike,2020-10-14,4
AirMaster 300,BMX,2021-03-17,3
TrailBlazer XT,Mountain Bike,2020-07-29,4
Roadmaster Pro,Road Bike,2021-12-14,3
 Speedster Pro,Road Bike,2022-08-17,5
BMX Freestyle Pro,BMX,2024-06-04,1
TrailBlazer XT,Mountain Bike,2022-10-29,2
TrailBlazer XT,Mountain Bike,2024-02-18,3
Roadmaster Pro,Road Bike,2021-03-26,1
UrbanCommuter 500,Hybrid Bike,2024-02-07,1
AirMaster 300,BMX,2024-04-02,2
Mountain Climber XT,Mountain Bike,2024-07-18,3
Roadmaster Pro,Road Bike,2021-01-16,3
AirMaster 300,BMX,2023-04-04,5
BMX Freestyle Pro,BMX,2020-11-23,14
 Speedster Pro,Road Bike,2020-09-21,3
 Speedster Pro,Road Bike,2021-03-01,4
Hybrid Explorer,Hybrid Bike,2023-07-25,7
BMX Freestyle Pro,BMX,2021-08-15,10
Roadmaster Pro,Road Bike,2022-02-26,2
BMX Freestyle Pro,BMX,2020-08-13,6
AirMaster 300,BMX,2022-07-25,7
Hybrid Explorer,Hybrid Bike,2024-03-09,2
Hybrid Explorer,Hybrid Bike,2021-10-01,3
Hybrid Explorer,Hybrid Bike,2020-11-22,21
Mountain Climber XT,Mountain Bike,2022-12-24,15
Mountain Climber XT,Mountain Bike,2022-11-13,3
BMX Freestyle Pro,BMX,2020-01-15,4
AirMaster 300,BMX,2021-09-09,1
AirMaster 300,BMX,2022-11-21,17
UrbanCommuter 500,Hybrid Bike,2023-03-17,3
Hybrid Explorer,Hybrid Bike,2020-08-06,6
Roadmaster Pro,Road Bike,2020-01-21,3
Hybrid Explorer,Hybrid Bike,2021-09-17,3
TrailBlazer XT,Mountain Bike,2022-07-05,9
TrailBlazer XT,Mountain Bike,2024-06-20,3
AirMaster 300,BMX,2022-05-12,2
Hybrid Explorer,Hybrid Bike,2021-07-25,11
 Speedster Pro,Road Bike,2024-05-08,3
TrailBlazer XT,Mountain Bike,2020-08-02,5
Hybrid Explorer,Hybrid Bike,2020-01-23,2
UrbanCommuter 500,Hybrid Bike,2020-03-23,3
Mountain Climber XT,Mountain Bike,2024-05-04,1
UrbanCommuter 500,Hybrid Bike,2024-04-22,1
Mountain Climber XT,Mountain Bike,2024-02-17,3
AirMaster 300,BMX,2023-01-11,4
 Speedster Pro,Road Bike,2024-08-10,4
TrailBlazer XT,Mountain Bike,2021-03-10,4
AirMaster 300,BMX,2021-09-26,3
AirMaster 300,BMX,2020-03-16,2
Roadmaster Pro,Road Bike,2020-09-21,2
UrbanCommuter 500,Hybrid Bike,2024-03-31,3
Hybrid Explorer,Hybrid Bike,2021-11-15,3
Mountain Climber XT,Mountain Bike,2022-10-06,4
BMX Freestyle Pro,BMX,2021-04-02,4
Hybrid Explorer,Hybrid Bike,2021-12-05,3
Hybrid Explorer,Hybrid Bike,2021-09-22,4
TrailBlazer XT,Mountain Bike,2022-02-01,1
TrailBlazer XT,Mountain Bike,2022-08-31,4
Roadmaster Pro,Road Bike,2020-08-27,10
BMX Freestyle Pro,BMX,2022-02-12,2
UrbanCommuter 500,Hybrid Bike,2024-05-16,3
Roadmaster Pro,Road Bike,2023-11-24,13
Mountain Climber XT,Mountain Bike,2023-06-22,9
Roadmaster Pro,Road Bike,2023-06-22,7
Roadmaster Pro,Road Bike,2023-05-02,2
Mountain Climber XT,Mountain Bike,2021-02-25,3
Roadmaster Pro,Road Bike,2021-07-31,8
BMX Freestyle Pro,BMX,2022-01-08,3
Hybrid Explorer,Hybrid Bike,2022-03-01,2
 Speedster Pro,Road Bike,2021-07-30,9
BMX Freestyle Pro,BMX,2023-06-01,6
Roadmaster Pro,Road Bike,2024-02-07,2
Mountain Climber XT,Mountain Bike,2024-07-20,2
AirMaster 300,BMX,2021-03-27,4
BMX Freestyle Pro,BMX,2022-10-31,1
Mountain Climber XT,Mountain Bike,2023-04-19,3
Mountain Climber XT,Mountain Bike,2022-05-02,5
TrailBlazer XT,Mountain Bike,2022-05-27,4
Hybrid Explorer,Hybrid Bike,2021-07-29,11
Mountain Climber XT,Mountain Bike,2020-01-15,2
Mountain Climber XT,Mountain Bike,2021-06-04,8
Hybrid Explorer,Hybrid Bike,2024-06-05,2
UrbanCommuter 500,Hybrid Bike,2024-08-20,2
Mountain Climber XT,Mountain Bike,2020-04-15,2
Roadmaster Pro,Road Bike,2021-06-18,5
Hybrid Explorer,Hybrid Bike,2020-05-16,3
Roadmaster Pro,Road Bike,2020-05-25,3
Hybrid Explorer,Hybrid Bike,2023-06-12,5
UrbanCommuter 500,Hybrid Bike,2021-08-06,6
BMX Freestyle Pro,BMX,2020-10-20,4
Hybrid Explorer,Hybrid Bike,2024-06-25,3
UrbanCommuter 500,Hybrid Bike,2022-10-21,2
 Speedster Pro,Road Bike,2021-03-29,3
Roadmaster Pro,Road Bike,2023-03-09,2
Hybrid Explorer,Hybrid Bike,2024-07-22,4
BMX Freestyle Pro,BMX,2023-08-04,1
AirMaster 300,BMX,2021-06-18,11
TrailBlazer XT,Mountain Bike,2024-08-07,2
 Speedster Pro,Road Bike,2022-07-05,9
 Speedster Pro,Road Bike,2021-09-02,2
TrailBlazer XT,Mountain Bike,2021-08-15,8
BMX Freestyle Pro,BMX,2021-10-13,2
Hybrid Explorer,Hybrid Bike,2020-02-07,1
 Speedster Pro,Road Bike,2024-02-26,1
Mountain Climber XT,Mountain Bike,2021-10-19,4
BMX Freestyle Pro,BMX,2023-01-16,3
TrailBlazer XT,Mountain Bike,2023-03-04,2
Roadmaster Pro,Road Bike,2022-07-20,7
 Speedster Pro,Road Bike,2024-07-24,2
UrbanCommuter 500,Hybrid Bike,2023-03-23,2
BMX Freestyle Pro,BMX,2024-06-18,3
Mountain Climber XT,Mountain Bike,2023-12-17,4
TrailBlazer XT,Mountain Bike,2022-07-19,7
Mountain Climber XT,Mountain Bike,2020-02-20,2
 Speedster Pro,Road Bike,2022-02-27,3
Hybrid Explorer,Hybrid Bike,2022-06-17,10
Mountain Climber XT,Mountain Bike,2020-04-16,2
UrbanCommuter 500,Hybrid Bike,2021-12-02,15
Roadmaster Pro,Road Bike,2020-06-05,8
Hybrid Explorer,Hybrid Bike,2023-02-17,2
UrbanCommuter 500,Hybrid Bike,2023-08-11,6
TrailBlazer XT,Mountain Bike,2022-06-15,4
Hybrid Explorer,Hybrid Bike,2022-07-16,7
BMX Freestyle Pro,BMX,2021-06-25,7
UrbanCommuter 500,Hybrid Bike,2023-04-14,2
 Speedster Pro,Road Bike,2021-01-15,2
TrailBlazer XT,Mountain Bike,2022-08-19,9
Roadmaster Pro,Road Bike,2022-09-17,2
Roadmaster Pro,Road Bike,2022-01-08,3
BMX Freestyle Pro,BMX,2020-11-26,20
UrbanCommuter 500,Hybrid Bike,2022-12-28,11
UrbanCommuter 500,Hybrid Bike,2020-03-14,3
Hybrid Explorer,Hybrid Bike,2020-08-09,5
Roadmaster Pro,Road Bike,2023-05-14,3
Mountain Climber XT,Mountain Bike,2023-06-28,2
 Speedster Pro,Road Bike,2024-03-02,3
UrbanCommuter 500,Hybrid Bike,2024-08-14,3
Mountain Climber XT,Mountain Bike,2024-05-21,1
Hybrid Explorer,Hybrid Bike,2024-05-12,1
UrbanCommuter 500,Hybrid Bike,2021-01-24,1
AirMaster 300,BMX,2021-12-16,3
AirMaster 300,BMX,2021-01-28,5
Roadmaster Pro,Road Bike,2021-09-10,4
 Speedster Pro,Road Bike,2021-01-15,4
Hybrid Explorer,Hybrid Bike,2024-07-19,4
UrbanCommuter 500,Hybrid Bike,2023-05-02,3
 Speedster Pro,Road Bike,2021-05-17,1
BMX Freestyle Pro,BMX,2021-07-31,9
 Speedster Pro,Road Bike,2020-05-25,2
Hybrid Explorer,Hybrid Bike,2020-03-25,1
Roadmaster Pro,Road Bike,2021-01-10,4
BMX Freestyle Pro,BMX,2023-08-23,6
TrailBlazer XT,Mountain Bike,2021-01-20,2
UrbanCommuter 500,Hybrid Bike,2024-03-20,2
UrbanCommuter 500,Hybrid Bike,2021-04-26,3
TrailBlazer XT,Mountain Bike,2021-03-23,2
Roadmaster Pro,Road Bike,2024-07-09,4
TrailBlazer XT,Mountain Bike,2022-03-04,3
UrbanCommuter 500,Hybrid Bike,2021-07-11,5
UrbanCommuter 500,Hybrid Bike,2020-06-19,9
Hybrid Explorer,Hybrid Bike,2022-01-24,2
 Speedster Pro,Road Bike,2024-06-21,1
TrailBlazer XT,Mountain Bike,2020-12-05,1
 Speedster Pro,Road Bike,2024-07-11,3
UrbanCommuter 500,Hybrid Bike,2022-09-05,2
AirMaster 300,BMX,2023-07-28,9
Mountain Climber XT,Mountain Bike,2021-08-05,3
Hybrid Explorer,Hybrid Bike,2022-01-03,3
 Speedster Pro,Road Bike,2023-01-21,1
BMX Freestyle Pro,BMX,2023-12-14,2
AirMaster 300,BMX,2020-04-20,3
Roadmaster Pro,Road Bike,2022-05-07,3
TrailBlazer XT,Mountain Bike,2021-02-13,2
Mountain Climber XT,Mountain Bike,2020-05-12,4
UrbanCommuter 500,Hybrid Bike,2021-10-12,4
Mountain Climber XT,Mountain Bike,2023-06-04,7
Roadmaster Pro,Road Bike,2023-11-06,3
TrailBlazer XT,Mountain Bike,2020-10-06,2
Roadmaster Pro,Road Bike,2023-09-21,3
AirMaster 300,BMX,2023-12-04,5
TrailBlazer XT,Mountain Bike,2022-05-18,3
 Speedster Pro,Road Bike,2022-11-13,2
AirMaster 300,BMX,2024-09-30,1
Hybrid Explorer,Hybrid Bike,2020-10-20,4
Hybrid Explorer,Hybrid Bike,2024-01-29,5
 Speedster Pro,Road Bike,2021-12-30,10
Roadmaster Pro,Road Bike,2023-11-22,18
Hybrid Explorer,Hybrid Bike,2021-03-19,4
 Speedster Pro,Road Bike,2021-07-18,8
Mountain Climber XT,Mountain Bike,2021-07-27,8
BMX Freestyle Pro,BMX,2023-04-14,2
BMX Freestyle Pro,BMX,2024-03-06,3
Roadmaster Pro,Road Bike,2023-04-12,3
Hybrid Explorer,Hybrid Bike,2023-10-20,3
UrbanCommuter 500,Hybrid Bike,2024-09-25,3
AirMaster 300,BMX,2020-01-11,3
TrailBlazer XT,Mountain Bike,2024-09-20,2
Hybrid Explorer,Hybrid Bike,2024-08-29,2
TrailBlazer XT,Mountain Bike,2024-08-07,2
Hybrid Explorer,Hybrid Bike,2024-07-06,5
Roadmaster Pro,Road Bike,2023-12-11,3
Roadmaster Pro,Road Bike,2024-08-11,1
Hybrid Explorer,Hybrid Bike,2021-12-21,14
UrbanCommuter 500,Hybrid Bike,2023-08-14,8
TrailBlazer XT,Mountain Bike,2024-06-23,4
Mountain Climber XT,Mountain Bike,2020-07-30,6
Roadmaster Pro,Road Bike,2022-08-03,4
Mountain Climber XT,Mountain Bike,2022-10-15,5
Hybrid Explorer,Hybrid Bike,2024-04-17,3
 Speedster Pro,Road Bike,2024-02-24,3
 Speedster Pro,Road Bike,2022-09-22,3
UrbanCommuter 500,Hybrid Bike,2022-12-10,3
Roadmaster Pro,Road Bike,2020-09-27,5
BMX Freestyle Pro,BMX,2022-03-24,1
Roadmaster Pro,Road Bike,2022-10-01,4
TrailBlazer XT,Mountain Bike,2023-12-07,2
Hybrid Explorer,Hybrid Bike,2022-01-09,2
UrbanCommuter 500,Hybrid Bike,2022-02-12,2
